timestamp,node_1,node_2,node_3
2023-01-04 12:00:00,91,83,84
2023-01-04 13:00:00,94,84,77
2023-01-04 14:00:00,109,90,84
2023-01-04 15:00:00,103,82,88
2023-01-04 16:00:00,94,77,85
2023-01-04 17:00:00,105,78,104
2023-01-04 18:00:00,100,79,93
2023-01-04 19:00:00,109,79,93
2023-01-04 20:00:00,92,87,96
2023-01-04 21:00:00,96,80,78
2023-01-04 22:00:00,96,87,100
2023-01-04 23:00:00,85,79,89
2023-01-05 00:00:00,102,80,96
2023-01-05 01:00:00,102,60,79
2023-01-05 02:00:00,100,89,74
2023-01-05 03:00:00,97,83,98
2023-01-05 04:00:00,85,89,93
2023-01-05 05:00:00,95,51,80
2023-01-05 06:00:00,96,100,81
2023-01-05 07:00:00,91,78,101
2023-01-05 08:00:00,98,91,78
2023-01-05 09:00:00,104,69,106
2023-01-05 10:00:00,118,86,80
2023-01-05 11:00:00,101,69,96
2023-01-05 12:00:00,102,73,86
2023-01-05 13:00:00,99,99,96
2023-01-05 14:00:00,80,78,84
2023-01-05 15:00:00,99,82,88
2023-01-05 16:00:00,100,88,90
2023-01-05 17:00:00,124,84,79
2023-01-05 18:00:00,98,81,97
2023-01-05 19:00:00,103,83,84
2023-01-05 20:00:00,99,104,87
2023-01-05 21:00:00,88,79,80
2023-01-05 22:00:00,111,82,64
2023-01-05 23:00:00,107,90,88
2023-01-06 00:00:00,107,91,114
2023-01-06 01:00:00,90,91,97
2023-01-06 02:00:00,114,86,89
2023-01-06 03:00:00,85,68,87
2023-01-06 04:00:00,105,96,90
2023-01-06 05:00:00,121,68,95
2023-01-06 06:00:00,90,83,78
2023-01-06 07:00:00,94,72,101
2023-01-06 08:00:00,100,79,97
2023-01-06 09:00:00,94,83,97
2023-01-06 10:00:00,84,83,94
2023-01-06 11:00:00,100,84,90
2023-01-06 12:00:00,89,96,96
2023-01-06 13:00:00,104,84,95
2023-01-06 14:00:00,90,77,86
2023-01-06 15:00:00,115,89,84
2023-01-06 16:00:00,92,91,91
2023-01-06 17:00:00,96,67,105
2023-01-06 18:00:00,108,85,77
2023-01-06 19:00:00,87,87,75
2023-01-06 20:00:00,102,77,91
2023-01-06 21:00:00,113,93,90
2023-01-06 22:00:00,83,78,91
2023-01-06 23:00:00,101,81,92
2023-01-07 00:00:00,102,78,87
2023-01-07 01:00:00,107,80,104
2023-01-07 02:00:00,87,69,73
2023-01-07 03:00:00,86,65,81
2023-01-07 04:00:00,105,95,88
2023-01-07 05:00:00,102,71,73
2023-01-07 06:00:00,102,70,88
2023-01-07 07:00:00,103,58,106
2023-01-07 08:00:00,93,73,90
2023-01-07 09:00:00,102,66,92
2023-01-07 10:00:00,102,96,77
2023-01-07 11:00:00,92,90,83
2023-01-07 12:00:00,118,73,86
2023-01-07 13:00:00,104,102,86
2023-01-07 14:00:00,88,89,102
2023-01-07 15:00:00,106,76,95
2023-01-07 16:00:00,90,55,78
2023-01-07 17:00:00,107,102,92
2023-01-07 18:00:00,111,66,94
2023-01-07 19:00:00,91,63,101
2023-01-07 20:00:00,109,90,105
2023-01-07 21:00:00,104,104,79
2023-01-07 22:00:00,108,93,81
2023-01-07 23:00:00,118,85,77
2023-01-08 00:00:00,97,85,87
2023-01-08 01:00:00,92,88,94
2023-01-08 02:00:00,91,87,99
2023-01-08 03:00:00,91,82,89
2023-01-08 04:00:00,99,81,86
2023-01-08 05:00:00,103,79,91
2023-01-08 06:00:00,102,72,81
2023-01-08 07:00:00,108,77,110
2023-01-08 08:00:00,100,63,73
2023-01-08 09:00:00,114,79,91
2023-01-08 10:00:00,97,70,110
2023-01-08 11:00:00,127,68,90
2023-01-08 12:00:00,106,81,88
2023-01-08 13:00:00,91,93,86
2023-01-08 14:00:00,89,89,88
2023-01-08 15:00:00,104,64,103
2023-01-08 16:00:00,97,70,67
2023-01-08 17:00:00,107,89,105
2023-01-08 18:00:00,104,70,75
2023-01-08 19:00:00,99,77,87
2023-01-08 20:00:00,91,85,85
2023-01-08 21:00:00,84,70,95
2023-01-08 22:00:00,95,81,74
2023-01-08 23:00:00,108,66,94
2023-01-09 00:00:00,102,73,110
2023-01-09 01:00:00,87,83,76
2023-01-09 02:00:00,101,64,91
2023-01-09 03:00:00,103,84,83
2023-01-09 04:00:00,91,79,94
2023-01-09 05:00:00,101,85,90
2023-01-09 06:00:00,100,82,83
2023-01-09 07:00:00,88,93,94
2023-01-09 08:00:00,103,81,108
2023-01-09 09:00:00,105,75,88
2023-01-09 10:00:00,110,81,97
2023-01-09 11:00:00,110,85,77
2023-01-09 12:00:00,86,80,80
2023-01-09 13:00:00,90,80,94
2023-01-09 14:00:00,105,72,104
2023-01-09 15:00:00,105,73,93
2023-01-09 16:00:00,105,65,86
2023-01-09 17:00:00,138,97,89
2023-01-09 18:00:00,105,67,77
2023-01-09 19:00:00,111,73,96
2023-01-09 20:00:00,109,72,98
2023-01-09 21:00:00,106,88,85
2023-01-09 22:00:00,96,77,85
2023-01-09 23:00:00,107,92,92
2023-01-10 00:00:00,92,73,85
2023-01-10 01:00:00,97,82,89
2023-01-10 02:00:00,95,71,110
2023-01-10 03:00:00,100,101,87
2023-01-10 04:00:00,123,68,86
2023-01-10 05:00:00,81,83,83
2023-01-10 06:00:00,106,86,97
2023-01-10 07:00:00,83,84,88
2023-01-10 08:00:00,95,78,83
2023-01-10 09:00:00,110,78,103
2023-01-10 10:00:00,100,80,104
2023-01-10 11:00:00,89,78,83
2023-01-10 12:00:00,92,89,71
2023-01-10 13:00:00,106,102,100
2023-01-10 14:00:00,92,74,83
2023-01-10 15:00:00,102,66,97
2023-01-10 16:00:00,100,79,70
2023-01-10 17:00:00,93,105,98
2023-01-10 18:00:00,121,71,77
2023-01-10 19:00:00,106,96,97
2023-01-10 20:00:00,79,96,90
2023-01-10 21:00:00,101,74,80
2023-01-10 22:00:00,93,85,85
2023-01-10 23:00:00,108,96,96
2023-01-11 00:00:00,92,76,91
2023-01-11 01:00:00,98,77,95
2023-01-11 02:00:00,105,74,109
2023-01-11 03:00:00,108,69,74
2023-01-11 04:00:00,87,73,106
2023-01-11 05:00:00,96,67,91
2023-01-11 06:00:00,95,80,81
2023-01-11 07:00:00,93,72,76
2023-01-11 08:00:00,117,82,88
2023-01-11 09:00:00,104,64,99
2023-01-11 10:00:00,87,83,88
2023-01-11 11:00:00,109,88,105
2023-01-11 12:00:00,121,60,75
2023-01-11 13:00:00,110,83,89
2023-01-11 14:00:00,84,92,77
2023-01-11 15:00:00,95,67,93
2023-01-11 16:00:00,112,96,98
2023-01-11 17:00:00,92,84,85
2023-01-11 18:00:00,104,72,63
2023-01-11 19:00:00,107,79,91
2023-01-11 20:00:00,90,85,94
2023-01-11 21:00:00,99,80,94
2023-01-11 22:00:00,67,85,102
2023-01-11 23:00:00,89,70,79
2023-01-12 00:00:00,97,81,96
2023-01-12 01:00:00,87,65,101
2023-01-12 02:00:00,116,78,72
2023-01-12 03:00:00,85,70,93
2023-01-12 04:00:00,95,72,84
2023-01-12 05:00:00,101,92,89
2023-01-12 06:00:00,114,90,93
2023-01-12 07:00:00,85,86,85
2023-01-12 08:00:00,111,69,83
2023-01-12 09:00:00,100,76,90
2023-01-12 10:00:00,90,92,79
2023-01-12 11:00:00,104,81,79
2023-01-12 12:00:00,101,103,96
2023-01-12 13:00:00,93,83,78
2023-01-12 14:00:00,100,81,96
2023-01-12 15:00:00,96,76,94
2023-01-12 16:00:00,101,81,72
2023-01-12 17:00:00,106,78,83
2023-01-12 18:00:00,115,87,101
2023-01-12 19:00:00,87,89,80
2023-01-12 20:00:00,121,72,85
2023-01-12 21:00:00,80,66,94
2023-01-12 22:00:00,98,61,97
2023-01-12 23:00:00,105,85,87
2023-01-13 00:00:00,102,68,84
2023-01-13 01:00:00,93,58,104
2023-01-13 02:00:00,97,83,107
2023-01-13 03:00:00,95,104,99
2023-01-13 04:00:00,94,79,90
2023-01-13 05:00:00,108,88,81
2023-01-13 06:00:00,103,80,81
2023-01-13 07:00:00,93,79,95
2023-01-13 08:00:00,108,89,94
2023-01-13 09:00:00,103,77,104
2023-01-13 10:00:00,108,82,96
2023-01-13 11:00:00,106,83,74
2023-01-13 12:00:00,91,73,100
2023-01-13 13:00:00,94,89,80
2023-01-13 14:00:00,107,78,86
2023-01-13 15:00:00,106,72,92
2023-01-13 16:00:00,99,85,109
2023-01-13 17:00:00,101,71,121
2023-01-13 18:00:00,112,80,96
2023-01-13 19:00:00,94,79,88
2023-01-13 20:00:00,105,90,95
2023-01-13 21:00:00,97,84,98
2023-01-13 22:00:00,97,79,86
2023-01-13 23:00:00,110,88,107
2023-01-14 00:00:00,108,93,92
2023-01-14 01:00:00,108,85,94
2023-01-14 02:00:00,113,80,96
2023-01-14 03:00:00,100,66,94
2023-01-14 04:00:00,106,69,98
2023-01-14 05:00:00,96,76,83
2023-01-14 06:00:00,103,73,84
2023-01-14 07:00:00,98,78,78
2023-01-14 08:00:00,100,80,94
2023-01-14 09:00:00,105,85,97
2023-01-14 10:00:00,91,79,94
2023-01-14 11:00:00,120,84,106
2023-01-14 12:00:00,89,80,89
2023-01-14 13:00:00,87,60,96
2023-01-14 14:00:00,111,70,79
2023-01-14 15:00:00,107,78,86
2023-01-14 16:00:00,106,67,96
2023-01-14 17:00:00,106,85,98
2023-01-14 18:00:00,99,95,87
2023-01-14 19:00:00,91,92,89
2023-01-14 20:00:00,100,77,74
2023-01-14 21:00:00,93,94,86
2023-01-14 22:00:00,109,81,98
2023-01-14 23:00:00,98,76,95
2023-01-15 00:00:00,91,73,95
2023-01-15 01:00:00,96,76,90
2023-01-15 02:00:00,104,76,90
2023-01-15 03:00:00,94,81,83
2023-01-15 04:00:00,91,81,96
2023-01-15 05:00:00,102,80,94
2023-01-15 06:00:00,102,84,94
2023-01-15 07:00:00,94,91,84
2023-01-15 08:00:00,95,89,68
2023-01-15 09:00:00,102,65,100
2023-01-15 10:00:00,85,54,85
2023-01-15 11:00:00,85,89,81
2023-01-15 12:00:00,92,66,96
2023-01-15 13:00:00,97,77,86
2023-01-15 14:00:00,103,68,100
2023-01-15 15:00:00,114,61,96
2023-01-15 16:00:00,108,85,96
2023-01-15 17:00:00,98,87,76
2023-01-15 18:00:00,99,74,102
2023-01-15 19:00:00,89,54,92
2023-01-15 20:00:00,99,74,86
2023-01-15 21:00:00,97,83,91
2023-01-15 22:00:00,103,65,72
2023-01-15 23:00:00,91,81,94
2023-01-16 00:00:00,105,79,79
2023-01-16 01:00:00,115,85,76
2023-01-16 02:00:00,98,81,74
2023-01-16 03:00:00,104,70,101
2023-01-16 04:00:00,106,91,83
2023-01-16 05:00:00,95,78,105
2023-01-16 06:00:00,102,79,84
2023-01-16 07:00:00,100,70,72
2023-01-16 08:00:00,100,75,78
2023-01-16 09:00:00,92,71,102
2023-01-16 10:00:00,100,78,88
2023-01-16 11:00:00,104,97,84
2023-01-16 12:00:00,114,66,91
2023-01-16 13:00:00,109,63,95
2023-01-16 14:00:00,121,94,101
2023-01-16 15:00:00,92,77,104
2023-01-16 16:00:00,108,73,86
2023-01-16 17:00:00,101,90,76
2023-01-16 18:00:00,121,73,85
2023-01-16 19:00:00,91,98,92
2023-01-16 20:00:00,91,86,80
2023-01-16 21:00:00,94,75,80
2023-01-16 22:00:00,78,101,93
2023-01-16 23:00:00,94,73,89
2023-01-17 00:00:00,92,87,90
2023-01-17 01:00:00,101,82,82
2023-01-17 02:00:00,103,93,87
2023-01-17 03:00:00,118,95,80
2023-01-17 04:00:00,109,80,98
2023-01-17 05:00:00,94,72,100
2023-01-17 06:00:00,91,84,71
2023-01-17 07:00:00,104,73,80
2023-01-17 08:00:00,86,100,75
2023-01-17 09:00:00,118,81,83
2023-01-17 10:00:00,111,76,89
2023-01-17 11:00:00,95,81,75
2023-01-17 12:00:00,82,66,80
2023-01-17 13:00:00,113,70,79
2023-01-17 14:00:00,98,92,92
2023-01-17 15:00:00,112,73,90
2023-01-17 16:00:00,84,69,82
2023-01-17 17:00:00,94,85,91
2023-01-17 18:00:00,100,91,84
2023-01-17 19:00:00,100,87,87
2023-01-17 20:00:00,95,89,106
2023-01-17 21:00:00,106,72,103
2023-01-17 22:00:00,89,65,77
2023-01-17 23:00:00,98,95,98
2023-01-18 00:00:00,101,76,98
2023-01-18 01:00:00,105,77,78
2023-01-18 02:00:00,107,93,98
2023-01-18 03:00:00,88,85,105
2023-01-18 04:00:00,84,84,78
2023-01-18 05:00:00,112,101,80
2023-01-18 06:00:00,103,73,100
2023-01-18 07:00:00,92,89,92
2023-01-18 08:00:00,115,80,95
2023-01-18 09:00:00,101,82,93
2023-01-18 10:00:00,111,95,93
2023-01-18 11:00:00,100,85,76
2023-01-18 12:00:00,120,85,100
2023-01-18 13:00:00,117,90,101
2023-01-18 14:00:00,97,76,87
2023-01-18 15:00:00,109,71,89
2023-01-18 16:00:00,106,69,74
2023-01-18 17:00:00,113,60,95
2023-01-18 18:00:00,90,100,95
2023-01-18 19:00:00,106,68,89
2023-01-18 20:00:00,110,77,101
2023-01-18 21:00:00,82,77,86
2023-01-18 22:00:00,88,83,95
2023-01-18 23:00:00,79,88,79
2023-01-19 00:00:00,97,88,89
2023-01-19 01:00:00,107,74,88
2023-01-19 02:00:00,115,78,92
2023-01-19 03:00:00,100,82,86
2023-01-19 04:00:00,116,77,88
2023-01-19 05:00:00,86,96,98
2023-01-19 06:00:00,82,84,85
2023-01-19 07:00:00,99,87,73
2023-01-19 08:00:00,103,86,107
2023-01-19 09:00:00,99,91,103
2023-01-19 10:00:00,79,81,77
2023-01-19 11:00:00,99,67,96
2023-01-19 12:00:00,86,83,84
2023-01-19 13:00:00,106,73,92
2023-01-19 14:00:00,103,74,92
2023-01-19 15:00:00,90,85,87
2023-01-19 16:00:00,94,92,82
2023-01-19 17:00:00,89,80,83
2023-01-19 18:00:00,99,83,80
2023-01-19 19:00:00,109,97,81
2023-01-19 20:00:00,90,82,89
2023-01-19 21:00:00,105,106,82
2023-01-19 22:00:00,94,85,96
2023-01-19 23:00:00,92,62,104
2023-01-20 00:00:00,98,87,84
2023-01-20 01:00:00,89,83,92
2023-01-20 02:00:00,94,92,94
2023-01-20 03:00:00,88,86,94
2023-01-20 04:00:00,119,78,90
2023-01-20 05:00:00,100,67,97
2023-01-20 06:00:00,93,77,94
2023-01-20 07:00:00,102,71,77
2023-01-20 08:00:00,98,74,98
2023-01-20 09:00:00,97,85,98
2023-01-20 10:00:00,106,96,82
2023-01-20 11:00:00,107,83,90
2023-01-20 12:00:00,94,68,96
2023-01-20 13:00:00,94,84,87
2023-01-20 14:00:00,97,91,100
2023-01-20 15:00:00,76,73,113
2023-01-20 16:00:00,84,78,82
2023-01-20 17:00:00,113,80,76
2023-01-20 18:00:00,116,72,93
2023-01-20 19:00:00,97,86,97
2023-01-20 20:00:00,105,78,87
2023-01-20 21:00:00,103,84,104
2023-01-20 22:00:00,130,71,76
2023-01-20 23:00:00,111,75,96
2023-01-21 00:00:00,98,87,83
2023-01-21 01:00:00,90,76,107
2023-01-21 02:00:00,83,97,109
2023-01-21 03:00:00,102,76,82
2023-01-21 04:00:00,92,82,84
2023-01-21 05:00:00,85,89,98
2023-01-21 06:00:00,93,65,86
2023-01-21 07:00:00,89,62,89
2023-01-21 08:00:00,116,64,90
2023-01-21 09:00:00,108,92,70
2023-01-21 10:00:00,99,74,89
2023-01-21 11:00:00,114,105,83
2023-01-21 12:00:00,100,74,85
2023-01-21 13:00:00,91,81,104
2023-01-21 14:00:00,115,95,77
2023-01-21 15:00:00,105,100,98
2023-01-21 16:00:00,89,100,87
2023-01-21 17:00:00,98,92,87
2023-01-21 18:00:00,91,90,97
2023-01-21 19:00:00,86,85,93
2023-01-21 20:00:00,109,87,95
2023-01-21 21:00:00,119,74,99
2023-01-21 22:00:00,86,71,86
2023-01-21 23:00:00,105,79,83
2023-01-22 00:00:00,93,78,79
2023-01-22 01:00:00,95,75,81
2023-01-22 02:00:00,94,86,119
2023-01-22 03:00:00,91,89,102
2023-01-22 04:00:00,100,80,76
2023-01-22 05:00:00,91,94,76
2023-01-22 06:00:00,102,68,94
2023-01-22 07:00:00,99,78,95
2023-01-22 08:00:00,97,72,95
2023-01-22 09:00:00,90,61,87
2023-01-22 10:00:00,94,79,88
2023-01-22 11:00:00,107,78,93
2023-01-22 12:00:00,105,95,90
2023-01-22 13:00:00,90,86,67
2023-01-22 14:00:00,100,69,87
2023-01-22 15:00:00,107,98,81
2023-01-22 16:00:00,83,92,91
2023-01-22 17:00:00,105,85,119
2023-01-22 18:00:00,93,77,93
2023-01-22 19:00:00,105,70,86
2023-01-22 20:00:00,92,76,99
2023-01-22 21:00:00,81,90,94
2023-01-22 22:00:00,83,98,94
2023-01-22 23:00:00,100,95,96
2023-01-23 00:00:00,102,75,110
2023-01-23 01:00:00,90,68,78
2023-01-23 02:00:00,106,81,94
2023-01-23 03:00:00,83,62,80
2023-01-23 04:00:00,99,83,95
2023-01-23 05:00:00,87,78,80
2023-01-23 06:00:00,93,75,85
2023-01-23 07:00:00,100,64,87
2023-01-23 08:00:00,91,85,99
2023-01-23 09:00:00,96,74,99
2023-01-23 10:00:00,110,68,77
2023-01-23 11:00:00,94,51,90
2023-01-23 12:00:00,108,79,82
2023-01-23 13:00:00,88,97,77
2023-01-23 14:00:00,105,96,87
2023-01-23 15:00:00,114,75,86
2023-01-23 16:00:00,75,73,114
2023-01-23 17:00:00,92,84,94
2023-01-23 18:00:00,105,70,76
2023-01-23 19:00:00,97,83,84
2023-01-23 20:00:00,103,87,100
2023-01-23 21:00:00,93,92,110
2023-01-23 22:00:00,100,78,74
2023-01-23 23:00:00,98,77,71
2023-01-24 00:00:00,111,71,108
2023-01-24 01:00:00,102,71,93
2023-01-24 02:00:00,103,77,81
2023-01-24 03:00:00,95,83,95
2023-01-24 04:00:00,95,89,63
2023-01-24 05:00:00,95,71,90
2023-01-24 06:00:00,103,94,93
2023-01-24 07:00:00,95,77,99
2023-01-24 08:00:00,102,79,79
2023-01-24 09:00:00,120,72,90
2023-01-24 10:00:00,108,55,80
2023-01-24 11:00:00,96,88,92
2023-01-24 12:00:00,112,87,81
2023-01-24 13:00:00,95,77,85
2023-01-24 14:00:00,79,80,80
2023-01-24 15:00:00,89,85,96
2023-01-24 16:00:00,81,64,98
2023-01-24 17:00:00,96,74,87
2023-01-24 18:00:00,100,87,90
2023-01-24 19:00:00,116,67,75
2023-01-24 20:00:00,103,82,87
2023-01-24 21:00:00,97,66,89
2023-01-24 22:00:00,108,84,116
2023-01-24 23:00:00,77,79,78
2023-01-25 00:00:00,102,63,104
2023-01-25 01:00:00,107,91,99
2023-01-25 02:00:00,85,72,92
2023-01-25 03:00:00,111,71,107
2023-01-25 04:00:00,103,82,93
2023-01-25 05:00:00,95,91,93
2023-01-25 06:00:00,106,69,89
2023-01-25 07:00:00,122,80,102
2023-01-25 08:00:00,101,84,100
2023-01-25 09:00:00,102,86,83
2023-01-25 10:00:00,95,81,76
2023-01-25 11:00:00,91,76,87
2023-01-25 12:00:00,108,71,81
2023-01-25 13:00:00,91,80,89
2023-01-25 14:00:00,100,69,102
2023-01-25 15:00:00,95,50,85
2023-01-25 16:00:00,104,84,89
2023-01-25 17:00:00,103,89,90
2023-01-25 18:00:00,110,56,98
2023-01-25 19:00:00,94,69,67
2023-01-25 20:00:00,97,86,83
2023-01-25 21:00:00,90,100,92
2023-01-25 22:00:00,95,80,102
2023-01-25 23:00:00,103,72,85
2023-01-26 00:00:00,107,78,71
2023-01-26 01:00:00,90,93,96
2023-01-26 02:00:00,108,73,83
2023-01-26 03:00:00,113,72,78
2023-01-26 04:00:00,104,75,83
2023-01-26 05:00:00,118,70,88
2023-01-26 06:00:00,92,81,83
2023-01-26 07:00:00,87,96,67
2023-01-26 08:00:00,82,83,98
2023-01-26 09:00:00,114,77,102
2023-01-26 10:00:00,106,77,96
2023-01-26 11:00:00,99,64,78
2023-01-26 12:00:00,102,88,87
2023-01-26 13:00:00,88,79,89
2023-01-26 14:00:00,124,78,95
2023-01-26 15:00:00,101,111,96
2023-01-26 16:00:00,101,82,82
2023-01-26 17:00:00,107,72,90
2023-01-26 18:00:00,104,75,94
2023-01-26 19:00:00,102,91,104
2023-01-26 20:00:00,92,81,97
2023-01-26 21:00:00,104,65,97
2023-01-26 22:00:00,118,89,90
2023-01-26 23:00:00,113,73,104
2023-01-27 00:00:00,115,98,94
2023-01-27 01:00:00,94,90,81
2023-01-27 02:00:00,90,75,104
2023-01-27 03:00:00,98,92,96
2023-01-27 04:00:00,100,80,85
2023-01-27 05:00:00,110,88,85
2023-01-27 06:00:00,83,84,92
2023-01-27 07:00:00,115,71,94
2023-01-27 08:00:00,98,73,91
2023-01-27 09:00:00,95,90,93
2023-01-27 10:00:00,89,76,106
2023-01-27 11:00:00,83,75,100
2023-01-27 12:00:00,108,70,91
2023-01-27 13:00:00,100,84,99
2023-01-27 14:00:00,87,100,79
2023-01-27 15:00:00,87,69,93
2023-01-27 16:00:00,96,80,108
2023-01-27 17:00:00,116,94,87
2023-01-27 18:00:00,97,79,81
2023-01-27 19:00:00,84,84,83
2023-01-27 20:00:00,97,69,79
2023-01-27 21:00:00,97,84,82
2023-01-27 22:00:00,73,78,86
2023-01-27 23:00:00,99,89,75
2023-01-28 00:00:00,97,91,90
2023-01-28 01:00:00,106,105,99
2023-01-28 02:00:00,118,85,80
2023-01-28 03:00:00,111,83,105
2023-01-28 04:00:00,97,81,95
2023-01-28 05:00:00,88,76,100
2023-01-28 06:00:00,125,83,83
2023-01-28 07:00:00,100,77,98
2023-01-28 08:00:00,100,81,79
2023-01-28 09:00:00,99,93,98
2023-01-28 10:00:00,101,69,91
2023-01-28 11:00:00,98,91,95
2023-01-28 12:00:00,94,93,78
2023-01-28 13:00:00,94,78,81
2023-01-28 14:00:00,99,58,95
2023-01-28 15:00:00,94,73,80
2023-01-28 16:00:00,92,92,94
2023-01-28 17:00:00,101,79,76
2023-01-28 18:00:00,97,70,98
2023-01-28 19:00:00,115,74,77
2023-01-28 20:00:00,73,88,95
2023-01-28 21:00:00,110,85,96
2023-01-28 22:00:00,112,77,83
2023-01-28 23:00:00,79,76,95
2023-01-29 00:00:00,96,76,92
2023-01-29 01:00:00,96,70,84
2023-01-29 02:00:00,85,96,79
2023-01-29 03:00:00,92,76,70
2023-01-29 04:00:00,88,92,93
2023-01-29 05:00:00,117,95,74
2023-01-29 06:00:00,109,89,90
2023-01-29 07:00:00,112,75,87
2023-01-29 08:00:00,107,84,96
2023-01-29 09:00:00,88,79,86
2023-01-29 10:00:00,94,70,86
2023-01-29 11:00:00,104,83,97
2023-01-29 12:00:00,87,68,93
2023-01-29 13:00:00,107,91,93
2023-01-29 14:00:00,97,75,94
2023-01-29 15:00:00,96,82,74
2023-01-29 16:00:00,107,82,97
2023-01-29 17:00:00,104,77,96
2023-01-29 18:00:00,96,85,79
2023-01-29 19:00:00,111,75,87
2023-01-29 20:00:00,89,88,89
2023-01-29 21:00:00,106,66,88
2023-01-29 22:00:00,105,81,93
2023-01-29 23:00:00,96,99,104
2023-01-30 00:00:00,103,69,100
2023-01-30 01:00:00,87,73,76
2023-01-30 02:00:00,109,85,96
2023-01-30 03:00:00,98,81,103
2023-01-30 04:00:00,94,83,93
2023-01-30 05:00:00,110,84,100
2023-01-30 06:00:00,92,86,110
2023-01-30 07:00:00,85,91,100
2023-01-30 08:00:00,84,84,92
2023-01-30 09:00:00,106,77,100
2023-01-30 10:00:00,87,86,91
2023-01-30 11:00:00,117,98,90
2023-01-30 12:00:00,79,78,86
2023-01-30 13:00:00,116,70,105
2023-01-30 14:00:00,102,91,81
2023-01-30 15:00:00,99,78,105
2023-01-30 16:00:00,94,58,94
2023-01-30 17:00:00,103,88,76
2023-01-30 18:00:00,99,74,93
2023-01-30 19:00:00,111,79,68
2023-01-30 20:00:00,101,83,96
2023-01-30 21:00:00,101,81,98
2023-01-30 22:00:00,96,87,84
2023-01-30 23:00:00,99,75,91
2023-01-31 00:00:00,103,85,109
2023-01-31 01:00:00,82,77,84
2023-01-31 02:00:00,86,87,79
2023-01-31 03:00:00,107,86,104
2023-01-31 04:00:00,101,70,109
2023-01-31 05:00:00,98,90,90
2023-01-31 06:00:00,100,74,100
2023-01-31 07:00:00,103,88,103
2023-01-31 08:00:00,94,83,82
2023-01-31 09:00:00,92,98,85
2023-01-31 10:00:00,101,77,102
2023-01-31 11:00:00,90,76,106
2023-01-31 12:00:00,104,79,95
2023-01-31 13:00:00,82,76,81
2023-01-31 14:00:00,110,87,109
